Y3Vyc29yOnYyOpHOArwkyQ==,True,3
Y3Vyc29yOnYyOpHOAt-SIg==,True,10
Y3Vyc29yOnYyOpHOAuAAhg==,True,4
Y3Vyc29yOnYyOpHOAuAPLg==,True,4
Y3Vyc29yOnYyOpHOAuAdpg==,True,4
Y3Vyc29yOnYyOpHOAuAj5Q==,True,6
Y3Vyc29yOnYyOpHOAuA18g==,True,7
Y3Vyc29yOnYyOpHOAuA6QA==,True,4
Y3Vyc29yOnYyOpHOAuBDTg==,True,11
Y3Vyc29yOnYyOpHOAuBMbg==,True,9
Y3Vyc29yOnYyOpHOAuBMiQ==,True,3
Y3Vyc29yOnYyOpHOAuBVDQ==,True,40
Y3Vyc29yOnYyOpHOAuBi5g==,True,4
Y3Vyc29yOnYyOpHOAuBpeQ==,True,5
Y3Vyc29yOnYyOpHOAuCCpA==,True,3
Y3Vyc29yOnYyOpHOAuCDTQ==,True,4
Y3Vyc29yOnYyOpHOAuCHXA==,True,4
Y3Vyc29yOnYyOpHOAuDNHg==,True,3
Y3Vyc29yOnYyOpHOAuDoLQ==,True,36
Y3Vyc29yOnYyOpHOAuGayQ==,True,4
Y3Vyc29yOnYyOpHOAuGgFg==,True,7
Y3Vyc29yOnYyOpHOAuH8EQ==,True,5
Y3Vyc29yOnYyOpHOAuMKbw==,True,3
Y3Vyc29yOnYyOpHOAuQN8A==,True,6
Y3Vyc29yOnYyOpHOAuQhbg==,True,5
Y3Vyc29yOnYyOpHOAuX3eA==,True,5
Y3Vyc29yOnYyOpHOAuiCNg==,True,16
Y3Vyc29yOnYyOpHOAujrhQ==,True,3
Y3Vyc29yOnYyOpHOAuuMOg==,True,4
Y3Vyc29yOnYyOpHOAuvLaQ==,True,3
Y3Vyc29yOnYyOpHOAvFFVw==,True,4
Y3Vyc29yOnYyOpHOAvYwmg==,True,5
Y3Vyc29yOnYyOpHOAvgMHA==,True,9
Y3Vyc29yOnYyOpHOAv5F-A==,True,4
Y3Vyc29yOnYyOpHOAwGXDQ==,True,4
Y3Vyc29yOnYyOpHOAwHktA==,True,4
Y3Vyc29yOnYyOpHOAwITzA==,True,3
Y3Vyc29yOnYyOpHOAwJ31g==,True,3
Y3Vyc29yOnYyOpHOAwLjdg==,True,3
Y3Vyc29yOnYyOpHOAwRh3g==,True,4
Y3Vyc29yOnYyOpHOAwm2ww==,True,3
Y3Vyc29yOnYyOpHOAwpJRg==,True,3
Y3Vyc29yOnYyOpHOAwpKrQ==,True,3
Y3Vyc29yOnYyOpHOAwuJtw==,True,4
Y3Vyc29yOnYyOpHOAwzuMw==,True,5
Y3Vyc29yOnYyOpHOAw2iwg==,True,5
Y3Vyc29yOnYyOpHOAw5AWA==,True,11
Y3Vyc29yOnYyOpHOAxWXZw==,True,5
Y3Vyc29yOnYyOpHOAxgK3Q==,True,3
Y3Vyc29yOnYyOpHOAxjOcw==,True,5
Y3Vyc29yOnYyOpHOAyEIyA==,True,7
Y3Vyc29yOnYyOpHOAyEJAA==,True,10
Y3Vyc29yOnYyOpHOAyELFA==,True,3
Y3Vyc29yOnYyOpHOAyEL1Q==,True,3
Y3Vyc29yOnYyOpHOAyEOAg==,True,5
Y3Vyc29yOnYyOpHOAyEOjg==,True,7
Y3Vyc29yOnYyOpHOAyEPdg==,True,4
Y3Vyc29yOnYyOpHOAyEQxg==,True,3
Y3Vyc29yOnYyOpHOAyEWJg==,True,4
Y3Vyc29yOnYyOpHOAyJeoA==,True,3
Y3Vyc29yOnYyOpHOAyLbzw==,True,4
Y3Vyc29yOnYyOpHOAyNb-Q==,True,3
Y3Vyc29yOnYyOpHOAyTCiw==,True,8
Y3Vyc29yOnYyOpHOAy0v1A==,True,5
Y3Vyc29yOnYyOpHOAy3coA==,True,15
Y3Vyc29yOnYyOpHOAy3j6g==,True,9
Y3Vyc29yOnYyOpHOAy4Myg==,True,7
Y3Vyc29yOnYyOpHOAzAjsQ==,True,5
Y3Vyc29yOnYyOpHOAzFkrg==,True,6
Y3Vyc29yOnYyOpHOAzF23Q==,True,31
Y3Vyc29yOnYyOpHOAzKdrA==,True,5
Y3Vyc29yOnYyOpHOAzQMSA==,True,8
Y3Vyc29yOnYyOpHOAzQMoA==,True,5
Y3Vyc29yOnYyOpHOAzTMiw==,True,3
Y3Vyc29yOnYyOpHOAzYZOA==,True,3
Y3Vyc29yOnYyOpHOAza5pQ==,True,6
Y3Vyc29yOnYyOpHOAzetYw==,True,3
Y3Vyc29yOnYyOpHOAzkomA==,True,13
Y3Vyc29yOnYyOpHOAzkv0g==,True,8
Y3Vyc29yOnYyOpHOAzn_jA==,True,3
Y3Vyc29yOnYyOpHOAzroNQ==,True,3
Y3Vyc29yOnYyOpHOAzzyMg==,True,19
Y3Vyc29yOnYyOpHOAz4gcw==,True,5
Y3Vyc29yOnYyOpHOA0ImwQ==,True,3
Y3Vyc29yOnYyOpHOA0JjYQ==,True,4
Y3Vyc29yOnYyOpHOA0Sqtw==,True,12
Y3Vyc29yOnYyOpHOA0YGgg==,True,7
Y3Vyc29yOnYyOpHOA0cepw==,True,3
Y3Vyc29yOnYyOpHOA0djOQ==,True,6
Y3Vyc29yOnYyOpHOA0ik_w==,True,21
Y3Vyc29yOnYyOpHOA0zR7g==,True,3
Y3Vyc29yOnYyOpHOA0z2gQ==,True,4
Y3Vyc29yOnYyOpHOA1Efsw==,True,3
Y3Vyc29yOnYyOpHOA1GTEg==,True,12
Y3Vyc29yOnYyOpHOA1I4Qg==,True,14
Y3Vyc29yOnYyOpHOA1JVAw==,True,4
Y3Vyc29yOnYyOpHOA1aRfw==,True,14
Y3Vyc29yOnYyOpHOA1aZcQ==,True,4
Y3Vyc29yOnYyOpHOA1ku_w==,True,3
Y3Vyc29yOnYyOpHOA1lDDg==,True,7
Y3Vyc29yOnYyOpHOA1sPWw==,True,3
Y3Vyc29yOnYyOpHOA1vB6A==,True,3
Y3Vyc29yOnYyOpHOA17iLA==,True,4
